train_acc,train_loss,epoch,step,val_loss,val_acc
0.775585949420929,0.40094760060310364,32,3799,,
,,32,3827,0.8574293851852417,0.7383931279182434
0.812304675579071,0.3856108486652374,33,3849,,
0.751757800579071,0.4406642019748688,33,3899,,
,,33,3943,0.8552234768867493,0.6229677200317383
0.741992175579071,0.7111654281616211,34,3949,,
0.8211914300918579,0.4204009771347046,34,3999,,
0.82373046875,0.3900301158428192,34,4049,,
,,34,4059,0.9460970759391785,0.6934013962745667
0.7662109136581421,0.4631927013397217,35,4099,,
0.7847656011581421,0.4005800485610962,35,4149,,
,,35,4175,0.8504477739334106,0.5822710394859314
0.841601550579071,0.4814695119857788,36,4199,,
0.822460949420929,0.43378740549087524,36,4249,,
,,36,4291,0.8436756134033203,0.6596285104751587
0.789257824420929,0.32789576053619385,37,4299,,
0.720996081829071,0.36531656980514526,37,4349,,
0.8119140863418579,0.40764278173446655,37,4399,,
,,37,4407,0.8790007829666138,0.6331858038902283
0.7777343988418579,0.6042728424072266,38,4449,,
0.737011730670929,0.5458324551582336,38,4499,,
,,38,4523,0.8907104134559631,0.6851373910903931
0.823925793170929,0.5647722482681274,39,4549,,
0.7518554925918579,0.42037272453308105,39,4599,,
,,39,4639,0.8747338652610779,0.634039044380188
0.766796886920929,0.4768347144126892,40,4649,,
0.758105456829071,0.4296088218688965,40,4699,,
0.77783203125,0.39153334498405457,40,4749,,
,,40,4755,0.959323525428772,0.6832118630409241
0.7889648675918579,0.3942338526248932,41,4799,,
0.802539050579071,0.2990742027759552,41,4849,,
,,41,4871,1.134264349937439,0.6781743168830872
0.815722644329071,0.418205589056015,42,4899,,
0.7313476800918579,0.4403369426727295,42,4949,,
,,42,4987,0.9272012710571289,0.6786596775054932
0.764453113079071,0.41602301597595215,43,4999,,
0.839160144329071,0.31583720445632935,43,5049,,
0.780957043170929,0.4901998043060303,43,5099,,
,,43,5103,0.8180891871452332,0.7180442810058594
0.801074206829071,0.3294775187969208,44,5149,,
0.8241211175918579,0.355974406003952,44,5199,,
,,44,5219,1.1070917844772339,0.6255160570144653
0.8531249761581421,0.5593136548995972,45,5249,,
0.741015613079071,0.4382229447364807,45,5299,,
,,45,5335,0.9020168781280518,0.6456082463264465
0.7269531488418579,0.5240198373794556,46,5349,,
0.7564452886581421,0.4463818371295929,46,5399,,
0.753613293170929,0.41672831773757935,46,5449,,
,,46,5451,0.8719689249992371,0.6538845300674438
0.764941394329071,0.4445156753063202,47,5499,,
0.81640625,0.41082170605659485,47,5549,,
,,47,5567,0.8922702074050903,0.6452984809875488
0.8541015386581421,0.4240851402282715,48,5599,,
0.7359374761581421,0.5570231676101685,48,5649,,
,,48,5683,1.0533500909805298,0.6030557155609131
0.7850586175918579,0.4591861963272095,49,5699,,
0.8070312738418579,0.5089486837387085,49,5749,,
0.8833333253860474,0.36762046813964844,49,5799,,
,,49,5799,0.8444651365280151,0.7463244199752808
